IPT_1,IPT_2,IPT_3,IPT_4,IPT_5,IPT_6,IPT_7,IPT_8,IPT_9,IPT_10,IPT_11,IPT_12,IPT_13,IPT_14,IPT_15,IPT_16,IPT_17,IPT_18,IPT_19,IPT_20,IPT_21,IPT_22,IPT_23,IPT_24,IPT_25,IPT_26,IPT_27,IPT_28,IPT_29,IPT_30,DIR_1,DIR_2,DIR_3,DIR_4,DIR_5,DIR_6,DIR_7,DIR_8,DIR_9,DIR_10,DIR_11,DIR_12,DIR_13,DIR_14,DIR_15,DIR_16,DIR_17,DIR_18,DIR_19,DIR_20,DIR_21,DIR_22,DIR_23,DIR_24,DIR_25,DIR_26,DIR_27,DIR_28,DIR_29,DIR_30,SIZE_1,SIZE_2,SIZE_3,SIZE_4,SIZE_5,SIZE_6,SIZE_7,SIZE_8,SIZE_9,SIZE_10,SIZE_11,SIZE_12,SIZE_13,SIZE_14,SIZE_15,SIZE_16,SIZE_17,SIZE_18,SIZE_19,SIZE_20,SIZE_21,SIZE_22,SIZE_23,SIZE_24,SIZE_25,SIZE_26,SIZE_27,SIZE_28,SIZE_29,SIZE_30,label
0 ,25 ,0 ,2 ,80 ,3 ,20 ,13637 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,-1 ,1 ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,80 ,1460 ,112 ,82 ,70 ,88 ,83 ,1401 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,17 ,0 ,8 ,16 ,0 ,18763 ,21543 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,293 ,1460 ,278 ,660 ,255 ,255 ,419 ,383 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,8 ,0 ,4 ,6 ,1 ,39 ,1 ,1392 ,253 ,2029 ,1993 ,2024 ,2054 ,224 ,1390 ,306 ,979 ,3123 ,1855 ,26 ,2005 ,321 ,2750 ,1621 ,2515 ,776 ,2001 ,348 ,1685 ,1 ,-1 ,-1 ,1 ,-1 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,517 ,1350 ,1210 ,126 ,51 ,159 ,68 ,89 ,283 ,283 ,283 ,283 ,283 ,283 ,89 ,283 ,283 ,283 ,283 ,283 ,283 ,283 ,89 ,283 ,283 ,283 ,283 ,283 ,89 ,283 ,Miner
0 ,35 ,0 ,2 ,108 ,4 ,20 ,25246 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,-1 ,1 ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,80 ,1460 ,113 ,82 ,70 ,90 ,84 ,1402 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,42 ,768 ,587 ,2049 ,1975 ,2010 ,1996 ,573 ,1489 ,1013 ,1179 ,60 ,1947 ,2018 ,366 ,168 ,955 ,806 ,41 ,191 ,1962 ,2055 ,1449 ,1221 ,2036 ,1045 ,1032 ,2016 ,1981 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,265 ,68 ,283 ,283 ,283 ,283 ,283 ,283 ,89 ,283 ,283 ,283 ,283 ,283 ,283 ,283 ,283 ,283 ,265 ,68 ,283 ,283 ,283 ,283 ,283 ,283 ,89 ,283 ,283 ,283 ,Miner
0 ,19 ,1816 ,2013 ,1994 ,2027 ,1047 ,1125 ,61 ,2000 ,2018 ,314 ,164 ,402 ,19 ,536 ,1039 ,2018 ,1989 ,1476 ,1258 ,2037 ,2022 ,2016 ,590 ,19 ,1372 ,2023 ,1966 ,2013 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,157 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,157 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,157 ,39 ,254 ,254 ,254 ,254 ,Miner
0 ,21 ,1449 ,2019 ,1022 ,1181 ,19 ,836 ,22 ,1164 ,2006 ,305 ,213 ,927 ,1025 ,2044 ,1986 ,1462 ,1237 ,1066 ,22 ,947 ,2028 ,2048 ,1956 ,1997 ,2018 ,1330 ,22 ,658 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,187 ,61 ,276 ,276 ,276 ,276 ,276 ,248 ,62 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,276 ,187 ,61 ,276 ,276 ,276 ,276 ,276 ,276 ,248 ,62 ,276 ,Miner
0 ,1057 ,2002 ,1061 ,1108 ,93 ,1965 ,2024 ,356 ,153 ,182 ,0 ,19 ,721 ,1027 ,2020 ,2039 ,1472 ,1200 ,1502 ,544 ,2051 ,2038 ,2199 ,1742 ,1441 ,0 ,19 ,593 ,1963 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,79 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,79 ,166 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,79 ,254 ,254 ,254 ,254 ,254 ,79 ,166 ,39 ,254 ,254 ,Miner
0 ,19 ,82 ,2024 ,1031 ,1126 ,66 ,1969 ,2028 ,338 ,198 ,921 ,206 ,841 ,1992 ,2026 ,1456 ,1246 ,2046 ,406 ,0 ,20 ,1591 ,2041 ,1952 ,2032 ,2002 ,363 ,1648 ,1974 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,146 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,146 ,39 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,Miner
0 ,2005 ,996 ,1171 ,55 ,2011 ,1989 ,327 ,211 ,939 ,297 ,0 ,39 ,695 ,1981 ,2037 ,1481 ,1246 ,1991 ,538 ,1501 ,2031 ,1959 ,2035 ,2013 ,471 ,0 ,39 ,1498 ,2018 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,80 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,80 ,167 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,80 ,254 ,254 ,254 ,254 ,254 ,80 ,167 ,39 ,254 ,254 ,Miner
0 ,0 ,39 ,1563 ,1038 ,1196 ,65 ,1957 ,2037 ,338 ,177 ,954 ,250 ,395 ,355 ,1163 ,902 ,1081 ,902 ,1183 ,271 ,1220 ,94 ,1946 ,888 ,0 ,16 ,51 ,1096 ,2000 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,74 ,161 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,74 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,74 ,161 ,254 ,39 ,254 ,254 ,Miner
0 ,17 ,0 ,15 ,16 ,0 ,57 ,13690 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,293 ,1460 ,278 ,660 ,255 ,255 ,419 ,383 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,67 ,0 ,42 ,1876 ,2026 ,331 ,166 ,949 ,1020 ,2011 ,1586 ,430 ,963 ,42 ,502 ,1214 ,1997 ,2048 ,2009 ,797 ,0 ,42 ,1152 ,1989 ,2002 ,844 ,42 ,1180 ,2000 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,254 ,60 ,147 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,221 ,39 ,254 ,254 ,254 ,254 ,254 ,60 ,147 ,39 ,254 ,254 ,254 ,221 ,39 ,254 ,254 ,Miner
0 ,2016 ,1977 ,339 ,178 ,954 ,240 ,538 ,40 ,182 ,1162 ,960 ,1081 ,905 ,1124 ,270 ,1218 ,99 ,2002 ,905 ,1089 ,2055 ,1008 ,977 ,1984 ,1992 ,2027 ,2015 ,2004 ,955 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,156 ,42 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,29 ,0 ,2 ,103 ,3 ,30 ,22779 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,-1 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,80 ,1460 ,113 ,82 ,70 ,90 ,84 ,1460 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,19 ,1483 ,15 ,45 ,283 ,227 ,905 ,1051 ,2013 ,2006 ,1476 ,1247 ,128 ,20 ,1873 ,2032 ,2008 ,1985 ,1184 ,20 ,792 ,2000 ,2031 ,2031 ,2005 ,1987 ,269 ,2049 ,2022 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,166 ,39 ,227 ,254 ,40 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,227 ,40 ,254 ,254 ,254 ,254 ,166 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,19 ,1370 ,328 ,197 ,913 ,1009 ,2028 ,2045 ,1446 ,1248 ,2047 ,1991 ,2042 ,2005 ,1312 ,19 ,638 ,2018 ,2022 ,2017 ,1468 ,19 ,469 ,2056 ,300 ,2004 ,1975 ,2041 ,2006 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,168 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,168 ,39 ,254 ,254 ,254 ,254 ,229 ,40 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,142 ,148 ,983 ,1026 ,1961 ,2041 ,1470 ,1257 ,975 ,0 ,19 ,993 ,2053 ,2040 ,2012 ,1985 ,907 ,1087 ,2023 ,1996 ,2196 ,2029 ,92 ,586 ,0 ,19 ,1388 ,2048 ,2001 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,79 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,79 ,166 ,39 ,254 ,254 ,254 ,254 ,254 ,79 ,254 ,254 ,254 ,254 ,254 ,254 ,79 ,166 ,39 ,254 ,254 ,254 ,Miner
0 ,20 ,944 ,2018 ,2053 ,1465 ,1205 ,2037 ,2022 ,2016 ,1981 ,2024 ,2020 ,2010 ,1991 ,2032 ,2005 ,301 ,1864 ,20 ,135 ,2007 ,2008 ,1993 ,2040 ,2017 ,1978 ,2019 ,2037 ,257 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,161 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,161 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,20 ,827 ,2011 ,2017 ,1444 ,1276 ,2001 ,2044 ,2009 ,1991 ,1990 ,2003 ,2003 ,2061 ,1961 ,2024 ,274 ,2045 ,30 ,8 ,1961 ,2004 ,2048 ,2030 ,1989 ,1992 ,2026 ,2000 ,283 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,160 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,160 ,254 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,817 ,1238 ,2034 ,2028 ,2062 ,1837 ,0 ,25 ,81 ,1996 ,2019 ,2008 ,2016 ,1871 ,140 ,2006 ,321 ,1992 ,2042 ,1970 ,1544 ,1 ,21 ,479 ,1997 ,2032 ,1991 ,2034 ,1461 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,60 ,254 ,254 ,254 ,254 ,254 ,60 ,147 ,39 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,147 ,39 ,254 ,254 ,254 ,254 ,254 ,60 ,Miner
0 ,482 ,40 ,668 ,2048 ,2049 ,1985 ,2004 ,2032 ,1955 ,2021 ,2018 ,2019 ,1992 ,300 ,2004 ,2040 ,1975 ,2069 ,1992 ,2019 ,2002 ,2018 ,2019 ,1 ,39 ,205 ,72 ,1940 ,2666 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,254 ,231 ,47 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,190 ,39 ,254 ,254 ,254 ,254 ,Miner
0 ,2062 ,2045 ,2010 ,1989 ,1994 ,2000 ,2005 ,1997 ,2023 ,2025 ,272 ,2013 ,2031 ,2006 ,2047 ,1970 ,2050 ,1992 ,2025 ,2001 ,282 ,58 ,1951 ,2647 ,2203 ,5 ,42 ,1278 ,285 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,193 ,39 ,254 ,254 ,Miner
0 ,10 ,3 ,212 ,88 ,949 ,2034 ,2009 ,78 ,948 ,1033 ,2276 ,272 ,90 ,169 ,968 ,1539 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,12 ,3 ,244 ,80 ,981 ,2004 ,2043 ,27 ,976 ,998 ,2316 ,261 ,66 ,207 ,951 ,1509 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,17 ,0 ,9 ,15 ,0 ,4823 ,28796 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,293 ,1460 ,278 ,660 ,255 ,255 ,419 ,383 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,9 ,4 ,315 ,36 ,237 ,784 ,1989 ,2054 ,37 ,966 ,1009 ,2278 ,268 ,19 ,244 ,996 ,1509 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,17 ,9 ,215 ,88 ,947 ,2034 ,2013 ,49 ,974 ,972 ,2277 ,272 ,143 ,178 ,904 ,1539 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,11 ,2 ,207 ,36 ,967 ,2066 ,2014 ,37 ,976 ,1009 ,2289 ,239 ,159 ,117 ,969 ,1533 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,11 ,14 ,224 ,54 ,944 ,2047 ,1979 ,85 ,959 ,1004 ,2312 ,252 ,125 ,139 ,966 ,1523 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,108 ,39 ,60 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,60 ,254 ,254 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,Miner
0 ,1967 ,2014 ,2042 ,1869 ,19 ,87 ,2033 ,292 ,2035 ,2016 ,2015 ,2003 ,1996 ,2010 ,1992 ,2005 ,2053 ,228 ,42 ,1992 ,2673 ,2142 ,2 ,34 ,1335 ,272 ,975 ,1895 ,165 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,254 ,254 ,254 ,254 ,229 ,47 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,188 ,39 ,254 ,254 ,254 ,254 ,254 ,Miner
0 ,1991 ,2025 ,1993 ,1 ,27 ,2170 ,1841 ,280 ,1994 ,2047 ,2002 ,2002 ,2034 ,2016 ,1961 ,2019 ,2053 ,208 ,105 ,1934 ,223 ,20 ,2431 ,2177 ,1575 ,1001 ,1934 ,135 ,1949 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,254 ,254 ,254 ,254 ,188 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,229 ,47 ,254 ,254 ,508 ,254 ,254 ,254 ,254 ,Miner
0 ,1981 ,2010 ,9 ,20 ,1991 ,1990 ,2027 ,291 ,2022 ,2011 ,1989 ,2023 ,2036 ,2003 ,2010 ,1978 ,2016 ,293 ,18 ,1974 ,2708 ,2133 ,1366 ,236 ,981 ,1965 ,98 ,1954 ,1990 ,-1 ,-1 ,-1 ,1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,254 ,254 ,254 ,189 ,39 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,254 ,Miner
