uint64 BYTES,uint64 BYTES_REV,time TIME_FIRST,time TIME_LAST,uint32 PACKETS,uint32 PACKETS_REV,uint16 DST_PORT,uint16 SRC_PORT,uint8 PROTOCOL,uint8 TCP_FLAGS,uint8 TCP_FLAGS_REV,string LABEL,int8* PPI_PKT_DIRECTIONS,uint8* PPI_PKT_FLAGS,uint16* PPI_PKT_LENGTHS,time* PPI_PKT_TIMES
9572,52865,2021-12-14T19:18:50.507234,2021-12-14T19:23:50.869772,185,187,14444,54480,6,24,24,Miner,[-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[254|237|46|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254],[2021-12-14T19:18:52.451000|2021-12-14T19:18:52.840000|2021-12-14T19:18:52.860000|2021-12-14T19:18:54.437000|2021-12-14T19:18:56.430000|2021-12-14T19:18:58.490000|2021-12-14T19:18:59.525000|2021-12-14T19:19:01.500000|2021-12-14T19:19:02.899000|2021-12-14T19:19:02.946000|2021-12-14T19:19:04.956000|2021-12-14T19:19:06.997000|2021-12-14T19:19:08.993000|2021-12-14T19:19:10.969000|2021-12-14T19:19:12.978000|2021-12-14T19:19:14.967000|2021-12-14T19:19:17.041000|2021-12-14T19:19:17.690000|2021-12-14T19:19:17.753000|2021-12-14T19:19:19.731000|2021-12-14T19:19:20.435000|2021-12-14T19:19:20.472000|2021-12-14T19:19:22.503000|2021-12-14T19:19:24.498000|2021-12-14T19:19:24.524000|2021-12-14T19:19:26.485000|2021-12-14T19:19:28.524000|2021-12-14T19:19:30.508000|2021-12-14T19:19:32.553000|2021-12-14T19:19:34.462000]
9948,53109,2021-12-14T19:18:50.492638,2021-12-14T19:23:50.885182,191,192,4444,49106,6,24,24,Miner,[-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[254|254|254|254|254|188|39|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254],[2021-12-14T19:18:52.436000|2021-12-14T19:18:54.459000|2021-12-14T19:18:56.475000|2021-12-14T19:18:58.509000|2021-12-14T19:18:59.511000|2021-12-14T19:18:59.512000|2021-12-14T19:18:59.556000|2021-12-14T19:19:01.539000|2021-12-14T19:19:02.917000|2021-12-14T19:19:02.979000|2021-12-14T19:19:04.990000|2021-12-14T19:19:07.021000|2021-12-14T19:19:09.013000|2021-12-14T19:19:11.034000|2021-12-14T19:19:13.032000|2021-12-14T19:19:14.999000|2021-12-14T19:19:17.056000|2021-12-14T19:19:17.705000|2021-12-14T19:19:17.741000|2021-12-14T19:19:19.756000|2021-12-14T19:19:20.427000|2021-12-14T19:19:20.475000|2021-12-14T19:19:22.521000|2021-12-14T19:19:24.522000|2021-12-14T19:19:24.558000|2021-12-14T19:19:26.523000|2021-12-14T19:19:28.574000|2021-12-14T19:19:30.551000|2021-12-14T19:19:32.589000|2021-12-14T19:19:34.462000]
7849,52680,2021-12-14T19:18:50.628471,2021-12-14T19:23:50.905078,167,187,4444,58438,6,24,24,Miner,[-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[254|254|254|254|254|254|254|254|254|254|254|254|188|39|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254],[2021-12-14T19:18:52.427000|2021-12-14T19:18:54.471000|2021-12-14T19:18:56.463000|2021-12-14T19:18:58.526000|2021-12-14T19:18:59.501000|2021-12-14T19:19:01.539000|2021-12-14T19:19:02.934000|2021-12-14T19:19:02.979000|2021-12-14T19:19:04.936000|2021-12-14T19:19:06.972000|2021-12-14T19:19:08.971000|2021-12-14T19:19:11.003000|2021-12-14T19:19:11.006000|2021-12-14T19:19:11.026000|2021-12-14T19:19:13.012000|2021-12-14T19:19:15.003000|2021-12-14T19:19:17.018000|2021-12-14T19:19:17.665000|2021-12-14T19:19:17.730000|2021-12-14T19:19:19.709000|2021-12-14T19:19:20.410000|2021-12-14T19:19:20.505000|2021-12-14T19:19:22.480000|2021-12-14T19:19:24.474000|2021-12-14T19:19:24.559000|2021-12-14T19:19:26.518000|2021-12-14T19:19:28.500000|2021-12-14T19:19:30.542000|2021-12-14T19:19:32.786000|2021-12-14T19:19:34.437000]
3830,22969,2021-12-14T19:20:37.688231,2021-12-14T19:22:37.697496,86,84,14444,60410,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[130|39|60|254|254|254|254|254|254|60|254|254|254|254|254|254|254|254|254|254|60|254|254|254|254|254|254|254|254|254],[2021-12-14T19:20:37.695000|2021-12-14T19:20:37.707000|2021-12-14T19:20:37.710000|2021-12-14T19:20:38.387000|2021-12-14T19:20:38.457000|2021-12-14T19:20:40.438000|2021-12-14T19:20:42.399000|2021-12-14T19:20:44.430000|2021-12-14T19:20:46.423000|2021-12-14T19:20:47.704000|2021-12-14T19:20:48.496000|2021-12-14T19:20:50.589000|2021-12-14T19:20:50.707000|2021-12-14T19:20:50.754000|2021-12-14T19:20:52.736000|2021-12-14T19:20:53.747000|2021-12-14T19:20:54.875000|2021-12-14T19:20:54.945000|2021-12-14T19:20:55.953000|2021-12-14T19:20:56.005000|2021-12-14T19:20:57.692000|2021-12-14T19:21:00.132000|2021-12-14T19:21:01.135000|2021-12-14T19:21:01.185000|2021-12-14T19:21:01.373000|2021-12-14T19:21:02.397000|2021-12-14T19:21:02.459000|2021-12-14T19:21:03.458000|2021-12-14T19:21:05.026000|2021-12-14T19:21:07.582000]
9114,56447,2021-12-14T19:18:59.552858,2021-12-14T19:23:59.661981,182,184,5555,49696,6,24,24,Miner,[-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[276|276|276|276|276|276|276|214|61|276|276|276|276|276|276|276|276|276|276|276|276|276|276|276|276|276|276|276|276|276],[2021-12-14T19:19:01.526000|2021-12-14T19:19:02.905000|2021-12-14T19:19:02.944000|2021-12-14T19:19:04.929000|2021-12-14T19:19:06.984000|2021-12-14T19:19:08.951000|2021-12-14T19:19:10.983000|2021-12-14T19:19:10.984000|2021-12-14T19:19:11.012000|2021-12-14T19:19:12.983000|2021-12-14T19:19:14.984000|2021-12-14T19:19:17.034000|2021-12-14T19:19:17.696000|2021-12-14T19:19:17.724000|2021-12-14T19:19:19.714000|2021-12-14T19:19:20.432000|2021-12-14T19:19:20.485000|2021-12-14T19:19:22.503000|2021-12-14T19:19:24.498000|2021-12-14T19:19:24.525000|2021-12-14T19:19:26.524000|2021-12-14T19:19:28.523000|2021-12-14T19:19:30.518000|2021-12-14T19:19:32.568000|2021-12-14T19:19:34.431000|2021-12-14T19:19:34.494000|2021-12-14T19:19:36.464000|2021-12-14T19:19:38.533000|2021-12-14T19:19:40.525000|2021-12-14T19:19:42.524000]
9212,52603,2021-12-14T19:18:59.566160,2021-12-14T19:23:59.663064,184,188,4444,53750,6,24,24,Miner,[-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[254|254|254|254|254|254|254|254|254|254|254|254|254|188|39|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254],[2021-12-14T19:19:01.524000|2021-12-14T19:19:02.933000|2021-12-14T19:19:03.014000|2021-12-14T19:19:04.989000|2021-12-14T19:19:07.024000|2021-12-14T19:19:08.999000|2021-12-14T19:19:10.994000|2021-12-14T19:19:13.010000|2021-12-14T19:19:15.000000|2021-12-14T19:19:17.061000|2021-12-14T19:19:17.725000|2021-12-14T19:19:17.778000|2021-12-14T19:19:19.771000|2021-12-14T19:19:19.778000|2021-12-14T19:19:19.818000|2021-12-14T19:19:20.442000|2021-12-14T19:19:20.487000|2021-12-14T19:19:22.511000|2021-12-14T19:19:24.513000|2021-12-14T19:19:24.583000|2021-12-14T19:19:26.517000|2021-12-14T19:19:28.555000|2021-12-14T19:19:30.558000|2021-12-14T19:19:32.547000|2021-12-14T19:19:34.482000|2021-12-14T19:19:34.510000|2021-12-14T19:19:36.497000|2021-12-14T19:19:38.553000|2021-12-14T19:19:40.569000|2021-12-14T19:19:42.593000]
720,2015,2021-12-14T19:22:45.061341,2021-12-14T19:22:58.884837,12,11,4444,22416,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|1|-1|-1],[24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|60|254|254],[2021-12-14T19:22:45.066000|2021-12-14T19:22:45.077000|2021-12-14T19:22:45.081000|2021-12-14T19:22:47.052000|2021-12-14T19:22:49.032000|2021-12-14T19:22:51.027000|2021-12-14T19:22:53.107000|2021-12-14T19:22:55.067000|2021-12-14T19:22:55.102000|2021-12-14T19:22:57.127000]
796,2599,2021-12-14T19:22:49.134207,2021-12-14T19:23:06.162055,14,13,4444,64895,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|60|254|254|254],[2021-12-14T19:22:49.136000|2021-12-14T19:22:49.147000|2021-12-14T19:22:49.149000|2021-12-14T19:22:50.999000|2021-12-14T19:22:53.097000|2021-12-14T19:22:55.118000|2021-12-14T19:22:57.115000|2021-12-14T19:22:59.024000|2021-12-14T19:22:59.142000|2021-12-14T19:23:01.016000|2021-12-14T19:23:03.037000|2021-12-14T19:23:05.040000]
624,3675,2021-12-14T19:22:21.810789,2021-12-14T19:22:55.264738,9,10,3333,18310,6,30,26,Miner,[1|-1|-1|1|-1|1|-1|-1|-1],[24|16|24|24|24|24|24|16|24],[80|1460|180|82|70|90|84|1460|9],[2021-12-14T19:22:21.820000|2021-12-14T19:22:22.634000|2021-12-14T19:22:22.634000|2021-12-14T19:22:22.636000|2021-12-14T19:22:22.745000|2021-12-14T19:22:22.748000|2021-12-14T19:22:22.778000|2021-12-14T19:22:52.040000|2021-12-14T19:22:52.040000]
756,2599,2021-12-14T19:22:49.070651,2021-12-14T19:23:06.243497,13,13,4444,64892,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|60|254|254|254],[2021-12-14T19:22:49.074000|2021-12-14T19:22:49.086000|2021-12-14T19:22:49.088000|2021-12-14T19:22:51.015000|2021-12-14T19:22:53.110000|2021-12-14T19:22:55.131000|2021-12-14T19:22:57.130000|2021-12-14T19:22:59.037000|2021-12-14T19:22:59.080000|2021-12-14T19:23:01.029000|2021-12-14T19:23:03.052000|2021-12-14T19:23:05.038000]
756,2599,2021-12-14T19:22:49.055065,2021-12-14T19:23:06.403110,13,13,4444,64891,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|60|254|254|254],[2021-12-14T19:22:49.057000|2021-12-14T19:22:49.067000|2021-12-14T19:22:49.069000|2021-12-14T19:22:51.044000|2021-12-14T19:22:53.136000|2021-12-14T19:22:55.101000|2021-12-14T19:22:57.132000|2021-12-14T19:22:59.031000|2021-12-14T19:22:59.065000|2021-12-14T19:23:01.044000|2021-12-14T19:23:03.013000|2021-12-14T19:23:05.003000]
756,2305,2021-12-14T19:22:48.916162,2021-12-14T19:23:02.269634,13,12,4444,64889,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|60|254|254],[2021-12-14T19:22:48.918000|2021-12-14T19:22:48.929000|2021-12-14T19:22:48.931000|2021-12-14T19:22:48.996000|2021-12-14T19:22:51.000000|2021-12-14T19:22:53.100000|2021-12-14T19:22:55.125000|2021-12-14T19:22:57.131000|2021-12-14T19:22:58.929000|2021-12-14T19:22:59.035000|2021-12-14T19:23:01.034000]
756,2599,2021-12-14T19:22:49.134185,2021-12-14T19:23:06.427182,13,13,4444,64893,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|60|254|254|254],[2021-12-14T19:22:49.136000|2021-12-14T19:22:49.147000|2021-12-14T19:22:49.149000|2021-12-14T19:22:51.035000|2021-12-14T19:22:53.131000|2021-12-14T19:22:55.095000|2021-12-14T19:22:57.127000|2021-12-14T19:22:59.024000|2021-12-14T19:22:59.142000|2021-12-14T19:23:01.038000|2021-12-14T19:23:03.006000|2021-12-14T19:23:05.052000]
796,2599,2021-12-14T19:22:48.981024,2021-12-14T19:23:06.080728,14,13,4444,64890,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|60|254|254|254|254],[2021-12-14T19:22:48.989000|2021-12-14T19:22:49.031000|2021-12-14T19:22:49.033000|2021-12-14T19:22:51.006000|2021-12-14T19:22:53.104000|2021-12-14T19:22:55.123000|2021-12-14T19:22:57.121000|2021-12-14T19:22:58.991000|2021-12-14T19:22:59.028000|2021-12-14T19:23:01.020000|2021-12-14T19:23:03.043000|2021-12-14T19:23:05.046000]
996,4363,2021-12-14T19:22:49.149152,2021-12-14T19:23:04.415284,19,19,4444,64896,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|254|254|254|60|254|254|254|254|254],[2021-12-14T19:22:49.151000|2021-12-14T19:22:49.161000|2021-12-14T19:22:49.163000|2021-12-14T19:22:50.061000|2021-12-14T19:22:51.006000|2021-12-14T19:22:53.103000|2021-12-14T19:22:54.075000|2021-12-14T19:22:55.134000|2021-12-14T19:22:56.058000|2021-12-14T19:22:57.108000|2021-12-14T19:22:58.050000|2021-12-14T19:22:59.030000|2021-12-14T19:22:59.158000|2021-12-14T19:23:00.055000|2021-12-14T19:23:01.021000|2021-12-14T19:23:02.147000|2021-12-14T19:23:03.164000|2021-12-14T19:23:04.209000]
796,2599,2021-12-14T19:22:49.134107,2021-12-14T19:23:06.390239,14,13,4444,64894,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|60|254|254|254],[2021-12-14T19:22:49.136000|2021-12-14T19:22:49.146000|2021-12-14T19:22:49.148000|2021-12-14T19:22:51.018000|2021-12-14T19:22:53.098000|2021-12-14T19:22:55.094000|2021-12-14T19:22:57.118000|2021-12-14T19:22:59.046000|2021-12-14T19:22:59.142000|2021-12-14T19:23:01.018000|2021-12-14T19:23:03.024000|2021-12-14T19:23:05.039000]
796,2599,2021-12-14T19:22:49.149166,2021-12-14T19:23:06.347991,14,13,4444,64897,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|60|254|254|254],[2021-12-14T19:22:49.151000|2021-12-14T19:22:49.160000|2021-12-14T19:22:49.163000|2021-12-14T19:22:51.008000|2021-12-14T19:22:53.111000|2021-12-14T19:22:55.108000|2021-12-14T19:22:57.102000|2021-12-14T19:22:59.014000|2021-12-14T19:22:59.158000|2021-12-14T19:23:01.002000|2021-12-14T19:23:03.036000|2021-12-14T19:23:05.019000]
4880,11705,2021-12-14T19:19:42.063515,2021-12-14T19:24:42.006605,62,47,443,64605,6,24,24,Miner,[1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[160|39|264|160|39|264|264|264|264|264|264|160|39|264|528|264|264|264|264|264|160|39|160|39|264|264|264|264|160|39],[2021-12-14T19:20:01.993000|2021-12-14T19:20:02.007000|2021-12-14T19:20:04.596000|2021-12-14T19:20:21.989000|2021-12-14T19:20:22.004000|2021-12-14T19:20:29.211000|2021-12-14T19:20:29.438000|2021-12-14T19:20:36.041000|2021-12-14T19:20:36.096000|2021-12-14T19:20:38.412000|2021-12-14T19:20:38.483000|2021-12-14T19:20:41.991000|2021-12-14T19:20:42.005000|2021-12-14T19:20:50.559000|2021-12-14T19:20:50.629000|2021-12-14T19:20:53.603000|2021-12-14T19:20:55.100000|2021-12-14T19:20:55.189000|2021-12-14T19:21:01.123000|2021-12-14T19:21:01.223000|2021-12-14T19:21:01.991000|2021-12-14T19:21:02.006000|2021-12-14T19:21:21.993000|2021-12-14T19:21:22.008000|2021-12-14T19:21:24.281000|2021-12-14T19:21:24.436000|2021-12-14T19:21:37.248000|2021-12-14T19:21:37.365000|2021-12-14T19:21:41.991000|2021-12-14T19:21:42.005000]
760,2309,2021-12-14T19:23:20.946039,2021-12-14T19:23:34.019364,13,12,4444,22417,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|60|254|254],[2021-12-14T19:23:20.951000|2021-12-14T19:23:20.961000|2021-12-14T19:23:20.965000|2021-12-14T19:23:21.481000|2021-12-14T19:23:23.354000|2021-12-14T19:23:25.532000|2021-12-14T19:23:27.057000|2021-12-14T19:23:29.018000|2021-12-14T19:23:30.952000|2021-12-14T19:23:31.030000|2021-12-14T19:23:33.006000]
624,3635,2021-12-14T19:22:55.368639,2021-12-14T19:23:27.900006,9,9,3333,18326,6,30,26,Miner,[1|-1|-1|1|-1|1|-1|-1|-1],[24|16|24|24|24|24|24|16|24],[80|1460|180|82|70|90|84|1460|9],[2021-12-14T19:22:55.377000|2021-12-14T19:22:55.395000|2021-12-14T19:22:55.395000|2021-12-14T19:22:55.397000|2021-12-14T19:22:55.465000|2021-12-14T19:22:55.468000|2021-12-14T19:22:55.481000|2021-12-14T19:23:15.242000|2021-12-14T19:23:15.242000]
2616,9060,2021-12-14T19:23:23.167394,2021-12-14T19:23:57.742885,30,31,5555,58989,6,30,26,Miner,[1|-1|-1|1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|1|-1|-1|-1|1|-1|-1|-1|1|-1|-1],[24|16|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[517|1380|1180|126|51|159|68|89|283|283|283|283|283|283|89|283|283|283|537|89|283|283|283|250|68|283|283|89|283|283],[2021-12-14T19:23:23.177000|2021-12-14T19:23:23.185000|2021-12-14T19:23:23.185000|2021-12-14T19:23:23.194000|2021-12-14T19:23:23.199000|2021-12-14T19:23:23.203000|2021-12-14T19:23:23.242000|2021-12-14T19:23:23.246000|2021-12-14T19:23:23.408000|2021-12-14T19:23:25.530000|2021-12-14T19:23:27.052000|2021-12-14T19:23:29.069000|2021-12-14T19:23:31.056000|2021-12-14T19:23:33.072000|2021-12-14T19:23:33.203000|2021-12-14T19:23:35.580000|2021-12-14T19:23:37.751000|2021-12-14T19:23:40.222000|2021-12-14T19:23:41.672000|2021-12-14T19:23:43.204000|2021-12-14T19:23:43.602000|2021-12-14T19:23:45.629000|2021-12-14T19:23:48.109000|2021-12-14T19:23:48.421000|2021-12-14T19:23:48.461000|2021-12-14T19:23:50.890000|2021-12-14T19:23:52.795000|2021-12-14T19:23:53.204000|2021-12-14T19:23:54.730000|2021-12-14T19:23:57.044000]
2290,8985,2021-12-14T19:23:27.089973,2021-12-14T19:24:02.109523,28,30,5555,53259,6,30,26,Miner,[1|-1|-1|1|-1|1|-1|1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1],[24|16|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[517|1460|1100|126|51|159|68|89|283|283|283|283|89|283|283|283|283|283|283|89|283|283|283|283|283|89|283|283|283],[2021-12-14T19:23:27.100000|2021-12-14T19:23:27.112000|2021-12-14T19:23:27.112000|2021-12-14T19:23:27.124000|2021-12-14T19:23:27.129000|2021-12-14T19:23:27.132000|2021-12-14T19:23:27.172000|2021-12-14T19:23:27.175000|2021-12-14T19:23:29.044000|2021-12-14T19:23:31.072000|2021-12-14T19:23:33.033000|2021-12-14T19:23:35.678000|2021-12-14T19:23:37.143000|2021-12-14T19:23:37.773000|2021-12-14T19:23:40.227000|2021-12-14T19:23:41.497000|2021-12-14T19:23:41.672000|2021-12-14T19:23:43.593000|2021-12-14T19:23:45.657000|2021-12-14T19:23:47.150000|2021-12-14T19:23:48.085000|2021-12-14T19:23:50.908000|2021-12-14T19:23:52.767000|2021-12-14T19:23:54.717000|2021-12-14T19:23:57.061000|2021-12-14T19:23:57.152000|2021-12-14T19:23:59.665000|2021-12-14T19:24:01.254000|2021-12-14T19:24:02.095000]
624,3635,2021-12-14T19:23:28.048446,2021-12-14T19:24:00.508869,9,9,3333,18346,6,30,26,Miner,[1|-1|-1|1|-1|1|-1|-1|-1],[24|16|24|24|24|24|24|16|24],[80|1460|180|82|70|90|84|1460|9],[2021-12-14T19:23:28.057000|2021-12-14T19:23:28.075000|2021-12-14T19:23:28.075000|2021-12-14T19:23:28.077000|2021-12-14T19:23:28.139000|2021-12-14T19:23:28.141000|2021-12-14T19:23:28.153000|2021-12-14T19:23:45.470000|2021-12-14T19:23:45.470000]
800,2603,2021-12-14T19:23:56.080191,2021-12-14T19:24:09.674370,14,13,4444,22418,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|60|254|254],[2021-12-14T19:23:56.085000|2021-12-14T19:23:56.094000|2021-12-14T19:23:56.099000|2021-12-14T19:23:57.052000|2021-12-14T19:23:59.615000|2021-12-14T19:24:01.233000|2021-12-14T19:24:02.027000|2021-12-14T19:24:02.177000|2021-12-14T19:24:04.177000|2021-12-14T19:24:06.084000|2021-12-14T19:24:06.179000|2021-12-14T19:24:08.180000]
269,1636,2021-12-14T19:23:28.719851,2021-12-14T19:24:32.443436,5,5,14444,57104,6,24,24,Miner,[1|-1|-1|-1|-1],[24|24|24|24|24],[69|359|359|359|359],[2021-12-14T19:23:28.719000|2021-12-14T19:23:29.755000|2021-12-14T19:23:41.008000|2021-12-14T19:24:03.149000|2021-12-14T19:24:32.251000]
1498,5998,2021-12-14T19:23:57.551011,2021-12-14T19:24:13.605049,17,18,5555,50051,6,31,27,Miner,[1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|16|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[517|1460|1237|223|61|66|276|276|276|276|276|276|276|276|276|24],[2021-12-14T19:23:57.553000|2021-12-14T19:23:57.557000|2021-12-14T19:23:57.557000|2021-12-14T19:23:57.568000|2021-12-14T19:23:57.578000|2021-12-14T19:23:57.579000|2021-12-14T19:23:59.615000|2021-12-14T19:24:01.255000|2021-12-14T19:24:02.044000|2021-12-14T19:24:02.189000|2021-12-14T19:24:04.177000|2021-12-14T19:24:06.196000|2021-12-14T19:24:08.189000|2021-12-14T19:24:10.279000|2021-12-14T19:24:12.241000|2021-12-14T19:24:13.604000]
880,3485,2021-12-14T19:24:31.683224,2021-12-14T19:24:46.068871,16,16,4444,22419,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|254|254|254|60|254|254],[2021-12-14T19:24:31.687000|2021-12-14T19:24:31.699000|2021-12-14T19:24:31.708000|2021-12-14T19:24:33.426000|2021-12-14T19:24:34.454000|2021-12-14T19:24:36.498000|2021-12-14T19:24:36.663000|2021-12-14T19:24:36.785000|2021-12-14T19:24:38.763000|2021-12-14T19:24:40.823000|2021-12-14T19:24:40.870000|2021-12-14T19:24:41.195000|2021-12-14T19:24:41.687000|2021-12-14T19:24:43.096000|2021-12-14T19:24:44.309000]
624,3635,2021-12-14T19:24:00.592627,2021-12-14T19:24:33.119343,9,9,3333,18365,6,30,26,Miner,[1|-1|-1|1|-1|1|-1|-1|-1],[24|16|24|24|24|24|24|16|24],[80|1460|180|82|70|90|84|1460|9],[2021-12-14T19:24:00.602000|2021-12-14T19:24:00.620000|2021-12-14T19:24:00.620000|2021-12-14T19:24:00.622000|2021-12-14T19:24:00.703000|2021-12-14T19:24:00.706000|2021-12-14T19:24:00.726000|2021-12-14T19:24:21.410000|2021-12-14T19:24:21.410000]
624,3635,2021-12-14T19:24:33.197590,2021-12-14T19:25:05.733606,9,9,3333,18377,6,30,26,Miner,[1|-1|-1|1|-1|1|-1|-1|-1],[24|16|24|24|24|24|24|16|24],[80|1460|180|82|70|90|84|1460|9],[2021-12-14T19:24:33.206000|2021-12-14T19:24:33.239000|2021-12-14T19:24:33.239000|2021-12-14T19:24:33.241000|2021-12-14T19:24:33.341000|2021-12-14T19:24:33.344000|2021-12-14T19:24:33.390000|2021-12-14T19:24:52.165000|2021-12-14T19:24:52.165000]
760,2309,2021-12-14T19:25:08.115986,2021-12-14T19:25:21.818750,13,12,4444,22420,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|60|254|254],[2021-12-14T19:25:08.119000|2021-12-14T19:25:08.129000|2021-12-14T19:25:08.134000|2021-12-14T19:25:09.109000|2021-12-14T19:25:11.141000|2021-12-14T19:25:12.128000|2021-12-14T19:25:14.410000|2021-12-14T19:25:16.162000|2021-12-14T19:25:18.120000|2021-12-14T19:25:18.182000|2021-12-14T19:25:20.166000]
622,3632,2021-12-14T19:25:05.847400,2021-12-14T19:25:38.347821,9,9,3333,18381,6,30,26,Miner,[1|-1|-1|1|-1|1|-1|-1|-1],[24|16|24|24|24|24|24|16|24],[80|1460|179|82|70|88|83|1460|8],[2021-12-14T19:25:05.856000|2021-12-14T19:25:05.895000|2021-12-14T19:25:05.895000|2021-12-14T19:25:05.897000|2021-12-14T19:25:06.010000|2021-12-14T19:25:06.013000|2021-12-14T19:25:06.048000|2021-12-14T19:25:14.527000|2021-12-14T19:25:14.527000]
